time,MFI
2019-11-15,38.2288
2019-11-14,26.9604
2019-11-13,39.4710
2019-11-12,72.6324
2019-11-11,45.1407
2019-11-08,25.5016
2019-11-07,41.0712
2019-11-06,16.2029
2019-11-05,15.4023
2019-11-04,16.1263
2019-11-01,37.2269
2019-10-31,18.5252
2019-10-30,32.4992
2019-10-29,35.7551
2019-10-28,33.7103
2019-10-25,28.9552
2019-10-24,36.0757
2019-10-23,18.8952
2019-10-22,19.3010
2019-10-21,20.6288
2019-10-18,15.8510
2019-10-17,38.3130
2019-10-16,58.1104
2019-10-15,58.2701
2019-10-14,58.4264
2019-10-11,34.4191
2019-10-10,35.1470
2019-10-09,44.0573
2019-10-08,41.4320
2019-10-07,40.3022
2019-10-04,39.2455
2019-10-03,23.3310
2019-10-02,-0.0000
2019-10-01,-0.0000
2019-09-30,-0.0000
2019-09-27,18.2148
2019-09-26,34.6976
2019-09-25,53.6903
2019-09-24,53.1061
2019-09-23,86.7319
2019-09-20,86.2577
2019-09-19,85.1947
2019-09-18,66.2263
2019-09-17,81.6232
2019-09-16,52.2213
2019-09-13,29.5953
2019-09-12,15.0963
2019-09-11,14.6950
2019-09-10,14.5176
2019-09-09,14.9251
2019-09-06,33.4356
2019-09-05,50.4509
2019-09-04,70.8899
2019-09-03,49.4372
2019-08-30,71.9407
2019-08-29,49.6952
2019-08-28,30.8169
2019-08-27,34.6385
2019-08-26,36.0809
2019-08-23,55.9103
2019-08-22,76.4651
2019-08-21,93.2083
2019-08-20,82.8597
2019-08-19,89.2631
2019-08-16,82.1400
2019-08-15,72.5251
2019-08-14,32.4941
2019-08-13,62.4716
2019-08-12,61.0629
2019-08-09,54.9839
2019-08-08,53.5803
2019-08-07,64.5980
2019-08-06,64.5869
2019-08-05,65.6601
2019-08-02,83.4391
2019-08-01,88.1197
2019-07-31,62.0014
2019-07-30,42.1972
2019-07-29,16.6347
2019-07-26,16.5272
2019-07-25,38.9505
2019-07-24,39.3678
2019-07-23,56.6859
2019-07-22,54.3486
2019-07-19,40.1486
2019-07-18,49.0382
2019-07-17,42.2660
2019-07-16,25.5614
2019-07-15,25.7867
2019-07-12,23.8341
2019-07-11,-0.0000
2019-07-10,-0.0000
2019-07-09,-0.0000
2019-07-08,17.2003
2019-07-05,34.4268
2019-07-03,51.8670
2019-07-02,66.8959
2019-07-01,58.5685
2019-06-28,55.1423
2019-06-27,32.7147
2019-06-26,36.2800
2019-06-25,53.5953
2019-06-24,78.2225
2019-06-21,64.9110
2019-06-20,71.4144
2019-06-19,69.8428
2019-06-18,71.4437
2019-06-17,52.6833
2019-06-14,69.5958
2019-06-13,84.6118
2019-06-12,84.5357
2019-06-11,83.6622
2019-06-10,100.0000
2019-06-07,100.0000
2019-06-06,81.8554
2019-06-05,84.8047
2019-06-04,70.6482
2019-06-03,65.6678
2019-05-31,61.9341
2019-05-30,65.1441
2019-05-29,30.5319
2019-05-28,52.3541
2019-05-24,33.7356
2019-05-23,14.6427
2019-05-22,29.3771
2019-05-21,46.8199
2019-05-20,28.8700
2019-05-17,25.4188
2019-05-16,51.2741
2019-05-15,34.0481
2019-05-14,20.5406
2019-05-13,21.1684
2019-05-10,21.2800
2019-05-09,39.2698
2019-05-08,41.0862
2019-05-07,56.8510
2019-05-06,56.3599
2019-05-03,62.3245
2019-05-02,46.8541
2019-05-01,47.6966
2019-04-30,47.9238
2019-04-29,74.5177
2019-04-26,86.3860
2019-04-25,73.1684
2019-04-24,87.3450
2019-04-23,87.0393
2019-04-22,84.3571
2019-04-18,86.9147
2019-04-17,86.9422
2019-04-16,71.2308
2019-04-15,54.5459
2019-04-12,40.0769
2019-04-11,19.7226
2019-04-10,35.6407
2019-04-09,59.7675
2019-04-08,57.4892
2019-04-05,74.0243
2019-04-04,74.1946
2019-04-03,77.4944
2019-04-02,57.5835
2019-04-01,53.9701
2019-03-29,27.8167
2019-03-28,9.9715
2019-03-27,-0.0000
2019-03-26,11.5995
2019-03-25,18.5918
2019-03-22,20.1315
2019-03-21,25.7828
2019-03-20,53.8878
2019-03-19,21.7544
2019-03-18,21.4621
2019-03-15,40.2461
2019-03-14,40.3030
2019-03-13,39.2725
2019-03-12,42.9802
2019-03-11,23.0242
2019-03-08,-0.0000
2019-03-07,35.3032
2019-03-06,54.0311
2019-03-05,71.0588
2019-03-04,64.8333
2019-03-01,84.5779
2019-02-28,85.9171
2019-02-27,85.3952
2019-02-26,87.3015
2019-02-25,100.0000
2019-02-22,88.1809
2019-02-21,85.1834
2019-02-20,73.5967
2019-02-19,52.9086
2019-02-15,41.4316
2019-02-14,44.1322
2019-02-13,23.9182
2019-02-12,59.6282
2019-02-11,62.3060
2019-02-08,48.1048
2019-02-07,40.1506
2019-02-06,53.8782
2019-02-05,32.4109
2019-02-04,50.3258
2019-02-01,67.7982
2019-01-31,100.0000
2019-01-30,100.0000
2019-01-29,86.3034
2019-01-28,69.6583
2019-01-25,47.5606
2019-01-24,36.5371
2019-01-23,36.2090
2019-01-22,58.6112
2019-01-18,81.9877
2019-01-17,100.0000
2019-01-16,100.0000
2019-01-15,100.0000
2019-01-14,100.0000
2019-01-11,100.0000
2019-01-10,100.0000
2019-01-09,100.0000
2019-01-08,100.0000
2019-01-07,90.5810
2019-01-04,89.0831
2019-01-03,66.2276
2019-01-02,61.0797
2018-12-31,38.9303
2018-12-28,29.0277
2018-12-27,14.3737
2018-12-26,14.5866
2018-12-24,15.4326
2018-12-21,16.0916
2018-12-20,19.9887
2018-12-19,45.5877
2018-12-18,64.6176
2018-12-17,42.2528
2018-12-14,62.5119
2018-12-13,78.1411
2018-12-12,55.7281
2018-12-11,34.4071
2018-12-10,59.9820
2018-12-07,43.9666
2018-12-06,28.3717
2018-12-04,55.3788
2018-12-03,74.5478
2018-11-30,74.4674
2018-11-29,84.8171
2018-11-28,100.0000
2018-11-27,79.2544
2018-11-26,78.9730
2018-11-23,84.1538
2018-11-21,87.3193
2018-11-20,87.1158
2018-11-19,93.8004
2018-11-16,85.2367
2018-11-15,68.5545
2018-11-14,26.5965
2018-11-13,34.1542
2018-11-12,33.2969
2018-11-09,22.9361
2018-11-08,31.6464
2018-11-07,30.3394
2018-11-06,26.0821
2018-11-05,37.3217
2018-11-02,74.1151
2018-11-01,60.1933
2018-10-31,63.6229
2018-10-30,43.0034
2018-10-29,20.9457
2018-10-26,-0.0000
2018-10-25,10.9348
2018-10-24,23.3974
2018-10-23,22.2156
2018-10-22,40.1177
2018-10-19,76.3688
2018-10-18,76.7755
2018-10-17,58.2549
2018-10-16,63.6730
2018-10-15,59.7899
2018-10-12,39.5569
2018-10-11,17.4029
2018-10-10,17.8670
2018-10-09,36.3470
2018-10-08,15.7523
2018-10-05,28.3605
