time,ADX

2019-11-08,46.8536

2019-11-07,39.2227

2019-11-06,27.0855

2019-11-05,27.7349

2019-11-04,28.6366

2019-11-01,30.2759

2019-10-31,34.1509

2019-10-30,34.4609

2019-10-29,37.9960

2019-10-28,37.7796

2019-10-25,30.9307

2019-10-24,26.6735

2019-10-23,25.6260

2019-10-22,29.3311

2019-10-21,34.6220

2019-10-18,37.3121

2019-10-17,41.0032

2019-10-16,38.6998

2019-10-15,37.1463

2019-10-14,37.7329

2019-10-11,45.5100

2019-10-10,52.2250

2019-10-09,58.6282

2019-10-08,57.8555

2019-10-07,56.8897

2019-10-04,59.3737

2019-10-03,65.7166

2019-10-02,62.6237

2019-10-01,59.7202

2019-09-30,60.7340

2019-09-27,58.4477

2019-09-26,53.4202

2019-09-25,49.7775

2019-09-24,45.2241

2019-09-23,42.6131

2019-09-20,43.5160

2019-09-19,51.7009

2019-09-18,58.3668

2019-09-17,66.6992

2019-09-16,62.7265

2019-09-13,57.7607

2019-09-12,52.2587

2019-09-11,45.7090

2019-09-10,38.4133

2019-09-09,32.8782

2019-09-06,30.4493

2019-09-05,27.4131

2019-09-04,21.4889

2019-09-03,25.4869

2019-08-30,30.4844

2019-08-29,26.8792

2019-08-28,22.3728

2019-08-27,23.1967

2019-08-26,28.3799

2019-08-23,29.4111

2019-08-22,30.7000

2019-08-21,33.7670

2019-08-20,32.5418

2019-08-19,32.0887

2019-08-16,30.7461

2019-08-15,32.8990

2019-08-14,38.7643

2019-08-13,42.1765

2019-08-12,41.9263

2019-08-09,46.1487

2019-08-08,50.1177

2019-08-07,55.0790

2019-08-06,49.3159

2019-08-05,42.8264

2019-08-02,35.0430

2019-08-01,31.1472

2019-07-31,31.7510

2019-07-30,31.6749

2019-07-29,37.0442

2019-07-26,41.9561

2019-07-25,31.4867

2019-07-24,24.0529

2019-07-23,17.5058

2019-07-22,14.4766

2019-07-19,13.0874

2019-07-18,14.7267

2019-07-17,15.6112

2019-07-16,19.2661

2019-07-15,17.0816

2019-07-12,21.2289

2019-07-11,26.2392

2019-07-10,28.8818

2019-07-09,32.1850

2019-07-08,38.9481

2019-07-05,46.5485

2019-07-03,42.1393

2019-07-02,37.2208

2019-07-01,33.3630

2019-06-28,29.1972

2019-06-27,29.9151

2019-06-26,36.5915

2019-06-25,44.9370

2019-06-24,51.1942

2019-06-21,46.8272

2019-06-20,41.9638

2019-06-19,36.9426

2019-06-18,33.7516

2019-06-17,33.1999

2019-06-14,40.4039

2019-06-13,47.9090

2019-06-12,46.2716

2019-06-11,48.5657

2019-06-10,45.6694

2019-06-07,42.0491

2019-06-06,40.3747

2019-06-05,41.7596

2019-06-04,43.4906

2019-06-03,48.3562

2019-05-31,54.0916

2019-05-30,49.1241

2019-05-29,45.7881

2019-05-28,39.6004

2019-05-24,34.0790

2019-05-23,30.0451

2019-05-22,25.0028

2019-05-21,24.7143

2019-05-20,27.5254

2019-05-17,26.8113

2019-05-16,32.0479

2019-05-15,37.0896

2019-05-14,45.8051

2019-05-13,52.3522

2019-05-10,60.6210

2019-05-09,70.9570

2019-05-08,66.0046

2019-05-07,60.8567

2019-05-06,55.8118

2019-05-03,50.2930

2019-05-02,47.0139

2019-05-01,42.9151

2019-04-30,43.0327

2019-04-29,52.4922

2019-04-26,57.2617

2019-04-25,63.8527

2019-04-24,66.7874

2019-04-23,65.0241

2019-04-22,62.8199

2019-04-18,68.9749

2019-04-17,66.4682

2019-04-16,63.3348

2019-04-15,57.9031

2019-04-12,52.4990

2019-04-11,44.6790

2019-04-10,37.5230

2019-04-09,31.4777

2019-04-08,27.8628

2019-04-05,24.8989

2019-04-04,23.3052

2019-04-03,21.3131

2019-04-02,17.9207

2019-04-01,22.0504

2019-03-29,27.2126

2019-03-28,26.3434

2019-03-27,25.2570

2019-03-26,28.9906

2019-03-25,34.5097

2019-03-22,35.6613

2019-03-21,37.1008

2019-03-20,34.3265

2019-03-19,31.7640

2019-03-18,28.5609

2019-03-15,29.5653

2019-03-14,32.9347

2019-03-13,37.1463

2019-03-12,45.1866

2019-03-11,49.6887

2019-03-08,49.6764

2019-03-07,48.1504

2019-03-06,48.8343

2019-03-05,52.7890

2019-03-04,53.2236

2019-03-01,48.6499

2019-02-28,43.2754

2019-02-27,36.5573

2019-02-26,34.6646

2019-02-25,41.2458

2019-02-22,49.4722

2019-02-21,57.7984

2019-02-20,66.4216

2019-02-19,63.0522

