time,MFI
2019-11-15,62.1753
2019-11-14,41.3718
2019-11-13,42.0946
2019-11-12,43.4974
2019-11-11,23.8018
2019-11-08,45.3839
2019-11-07,67.5392
2019-11-06,45.4925
2019-11-05,61.9087
2019-11-04,76.6993
2019-11-01,75.0765
2019-10-31,72.4035
2019-10-30,100.0000
2019-10-29,83.0732
2019-10-28,59.8562
2019-10-25,59.1419
2019-10-24,33.6764
2019-10-23,36.5855
2019-10-22,34.4427
2019-10-21,53.8122
2019-10-18,37.6762
2019-10-17,68.2009
2019-10-16,69.1251
2019-10-15,86.6514
2019-10-14,61.6094
2019-10-11,74.5470
2019-10-10,71.9080
2019-10-09,51.1367
2019-10-08,29.4441
2019-10-07,29.8515
2019-10-04,28.5835
2019-10-03,12.1286
2019-10-02,27.0147
2019-10-01,30.6538
2019-09-30,30.0385
2019-09-27,16.0047
2019-09-26,15.7472
2019-09-25,20.5559
2019-09-24,20.4270
2019-09-23,36.5344
2019-09-20,34.9163
2019-09-19,37.9134
2019-09-18,37.1714
2019-09-17,60.3379
2019-09-16,44.3552
2019-09-13,61.6821
2019-09-12,80.8247
2019-09-11,81.3928
2019-09-10,79.9072
2019-09-09,77.3459
2019-09-06,78.1176
2019-09-05,78.6149
2019-09-04,76.7471
2019-09-03,78.1194
2019-08-30,100.0000
2019-08-29,63.3693
2019-08-28,49.6697
2019-08-27,48.4609
2019-08-26,32.6061
2019-08-23,29.2437
2019-08-22,64.2136
2019-08-21,55.5048
2019-08-20,32.4813
2019-08-19,49.9369
2019-08-16,37.3573
2019-08-15,19.4981
2019-08-14,38.4096
2019-08-13,38.0358
2019-08-12,41.0487
2019-08-09,33.7110
2019-08-08,32.4693
2019-08-07,17.1181
2019-08-06,17.9326
2019-08-05,0.0000
2019-08-02,0.0000
2019-08-01,12.1165
2019-07-31,15.7121
2019-07-30,39.8857
2019-07-29,59.4035
2019-07-26,58.1415
2019-07-25,36.8929
2019-07-24,37.5427
2019-07-23,19.0860
2019-07-22,0.0000
2019-07-19,15.7396
2019-07-18,37.5584
2019-07-17,63.2910
2019-07-16,83.3289
2019-07-15,81.8391
2019-07-12,63.4244
2019-07-11,44.2158
2019-07-10,41.8524
2019-07-09,42.4530
2019-07-08,64.9142
2019-07-05,82.1995
2019-07-03,100.0000
2019-07-02,82.4657
2019-07-01,57.3726
